"Member.ID","Cross.Betweenness.Norm","Start.Date","End.Date","Full.Name","RT.Affiliation"
"MEM0540",0,1971-05-01,1971-05-31,"Jerzy Garlej","Government"
"MEM0438",0,1971-05-01,1971-05-31,"Karol Gawłowski","Government"
"MEM0509",0,1971-05-01,1971-05-31,"Ryszard Grodzicki","Government"
"MEM0399",0,1971-05-01,1971-05-31,"Zofia Grzebisz-Nowicka","Government"
"MEM0441",0,1971-05-01,1971-05-31,"Kazimierz Grzesiak","Government"
"MEM0477",0,1971-05-01,1971-05-31,"Mariusz Gulczyński","Government"
"MEM0372",0,1971-05-01,1971-05-31,"Marian Gustek","Government"
"MEM0547",0.271277155919391,1971-05-01,1971-05-31,"Artur Howzan","Government"
"MEM0358",0,1971-05-01,1971-05-31,"Andrzej Hrynkiewicz","Government"
"MEM0548",0.252180126175334,1971-05-01,1971-05-31,"Bogdan Jachacz","Government"
"MEM0291",0.092500090901445,1971-05-01,1971-05-31,"Zbigniew Jagodziński","Government"
"MEM0304",0,1971-05-01,1971-05-31,"Jan Kołodziejczak","Government"
"MEM0351",0.524145967246905,1971-05-01,1971-05-31,"Jerzy Kołodziejski","Government"
"MEM0479",0,1971-05-01,1971-05-31,"Heironim Kubiak","Government"
"MEM0361",0,1971-05-01,1971-05-31,"Jerzy Kwiatkowski","Government"
"MEM0454",0,1971-05-01,1971-05-31,"Anna Kwietniewska","Government"
"MEM0534",0.107048331160679,1971-05-01,1971-05-31,"Janusz Łętowski","Government"
"MEM0305",0,1971-05-01,1971-05-31,"Wincenty Lewandowski","Government"
"MEM0404",0,1971-05-01,1971-05-31,"Aleksander Łuczak","Government"
"MEM0555",0,1971-05-01,1971-05-31,"Ryszard Łukasiewicz","Government"
"MEM0269",0,1971-05-01,1971-05-31,"Stanisław Majewski","Government"
"MEM0405",0.340220665223297,1971-05-01,1971-05-31,"Wit Majewski","Government"
"MEM0363",0,1971-05-01,1971-05-31,"Michał Markowicz","Government"
"MEM0279",0,1971-05-01,1971-05-31,"Maria Matey-Tyrowicz","Government"
"MEM0381",0,1971-05-01,1971-05-31,"Andrzej Naczyński","Government"
"MEM0271",0,1971-05-01,1971-05-31,"Lesław Nawacki","Government"
"MEM0309",0.113798925424308,1971-05-01,1971-05-31,"Józef Okuniewski","Government"
"MEM0311",0,1971-05-01,1971-05-31,"Kazimierz Olesiak","Government"
"MEM0513",0.324370114306493,1971-05-01,1971-05-31,"Lech Paprzycki","Government"
"MEM0445",0,1971-05-01,1971-05-31,"Henryk Przygodzki","Government"
"MEM0383",0,1971-05-01,1971-05-31,"Edward Puszczewicz","Government"
"MEM0253",0,1971-05-01,1971-05-31,"Zbigniew Sobotka","Government"
"MEM0518",0,1971-05-01,1971-05-31,"Jerzy świątkiewicz","Government"
"MEM0315",0.0484891465705943,1971-05-01,1971-05-31,"Karol Szwarc","Government"
"MEM0316",0.0552624458073692,1971-05-01,1971-05-31,"Władysław Szymański","Government"
"MEM0462",1.21514063364999,1971-05-01,1971-05-31,"Jan Waleczek","Government"
"MEM0529",0,1971-05-01,1971-05-31,"Alfred Wawrzyniak","Government"
"MEM0435",0.132892224210149,1971-05-01,1971-05-31,"Marian Wysocki","Government"
"MEM0256",0.260957651674825,1971-05-01,1971-05-31,"Jan Zaciura","Government"
"MEM0508",0,1971-05-01,1971-05-31,"Lucjan Czubiński","Government"
"MEM0396",0,1971-05-01,1971-05-31,"Jerzy Filipiak","Government"
"MEM0475",0,1971-05-01,1971-05-31,"Andrzej Gdula","Government"
"MEM0300",0,1971-05-01,1971-05-31,"Jerzy Gruchalski","Government"
"MEM0238",0,1971-05-01,1971-05-31,"Marek Hołdakowski","Government"
"MEM0303",0.0484891465705943,1971-05-01,1971-05-31,"Józef Kaleta","Government"
"MEM0377",0,1971-05-01,1971-05-31,"Zbigniew Klonowski","Government"
"MEM0492",0,1971-05-01,1971-05-31,"Krzysztof Maksymiuk","Government"
"MEM0246",0,1971-05-01,1971-05-31,"Leszek Miller","Government"
"MEM0248",0,1971-05-01,1971-05-31,"Kazimierz Morawski","Government"
"MEM0380",0,1971-05-01,1971-05-31,"Rajmund Moric","Government"
"MEM0523",0.252005232723357,1971-05-01,1971-05-31,"Józef Musioł","Government"
"MEM0273",0,1971-05-01,1971-05-31,"Janusz Pawłowski","Government"
"MEM0514",0.496895215635647,1971-05-01,1971-05-31,"Stanisław Podemski","Government"
"MEM0349",0,1971-05-01,1971-05-31,"Janusz Sawicki","Government"
"MEM0314",1.45136808439976,1971-05-01,1971-05-31,"Ireniusz Sekuła","Government"
"MEM0446",0,1971-05-01,1971-05-31,"Kazimierz Siarkewicz","Government"
"MEM0254",0,1971-05-01,1971-05-31,"Romuald Sosnowski","Government"
"MEM0501",0,1971-05-01,1971-05-31,"Roman Szarek","Government"
"MEM0483",0.13944562687021,1971-05-01,1971-05-31,"Karol Szyndzielorz","Government"
"MEM0484",0,1971-05-01,1971-05-31,"Jerzy Uziebło","Government"
"MEM0571",0,1971-05-01,1971-05-31,"Jacek Snopkiewicz","Expert"
"MEM0543",0.271277155919391,1971-05-01,1971-05-31,"Julian Bartosz","Government"
"MEM0394",0.260957651674825,1971-05-01,1971-05-31,"Zbigniew Cierpka","Government"
"MEM0397",0,1971-05-01,1971-05-31,"Jacek Fisiak","Government"
"MEM0334",0.145520679621897,1971-05-01,1971-05-31,"Leszek Gilejko","Government"
"MEM0322",0,1971-05-01,1971-05-31,"Krzysztof Gozdek","Government"
"MEM0357",0,1971-05-01,1971-05-31,"Bożena Hager-Małecka","Government"
"MEM0478",0.122927314026122,1971-05-01,1971-05-31,"Jan Jachymek","Government"
"MEM0359",0.0619224903912527,1971-05-01,1971-05-31,"Jan Juda","Government"
"MEM0240",0,1971-05-01,1971-05-31,"Czesław Kiszczak","Government"
"MEM0241",0.0465363767428102,1971-05-01,1971-05-31,"Jan Kostrzewski","Government"
"MEM0242",0,1971-05-01,1971-05-31,"Mikołaj Kozakiewicz","Government"
"MEM0243",0,1971-05-01,1971-05-31,"Bogdan Królewski","Government"
"MEM0403",1.20518799298242,1971-05-01,1971-05-31,"Czesław Królikowski","Government"
"MEM0327",0,1971-05-01,1971-05-31,"Zdzisław Krużel","Government"
"MEM0554",0.0151049312526995,1971-05-01,1971-05-31,"Włodzimierz Łoziński","Government"
"MEM0362",0,1971-05-01,1971-05-31,"Włodzimierz Lubański","Government"
"MEM0268",0.0769699069014753,1971-05-01,1971-05-31,"Maciej Lubczyński","Government"
"MEM0423",0.117648635731425,1971-05-01,1971-05-31,"Lucjan Mieczkowski","Government"
"MEM0307",0.764708277705677,1971-05-01,1971-05-31,"Jerzy Ozdowski","Government"
"MEM0557",0,1971-05-01,1971-05-31,"Roman Pillardy","Government"
"MEM0249",0,1971-05-01,1971-05-31,"Anna Przecławska","Government"
"MEM0312",0.0815701937039288,1971-05-01,1971-05-31,"Antoni Rajkiewicz","Government"
"MEM0415",0,1971-05-01,1971-05-31,"Janusz Syrokomski","Government"
"MEM0342",0,1971-05-01,1971-05-31,"Krzysztof Szewczak","Government"
"MEM0416",0.260957651674825,1971-05-01,1971-05-31,"Marian Wojciechowski","Government"
"MEM0434",0,1971-05-01,1971-05-31,"Barbara Wolnicka-Szałek","Government"
"MEM0537",0,1971-05-01,1971-05-31,"Stanisław Zajfert","Government"
"MEM0487",0.225010503228582,1971-05-01,1971-05-31,"Sylwester Zawadzki","Government"
"MEM0257",0.473549351241837,1971-05-01,1971-05-31,"Edward Zgłobicki","Government"
"MEM0469",0.220052198986793,1971-05-01,1971-05-31,"Jan Baszkiewicz","Government"
"MEM0545",0.271277155919391,1971-05-01,1971-05-31,"Jan Brodzki","Government"
"MEM0299",0,1971-05-01,1971-05-31,"Ryszard Gorycki","Government"
"MEM0541",0,1971-05-01,1971-05-31,"Jerzy Janicki","Government"
"MEM0375",0,1971-05-01,1971-05-31,"Mieczysław Kaczmarczyk","Government"
"MEM0426",0.236558158780382,1971-05-01,1971-05-31,"Roman Nowicki","Government"
"MEM0348",0,1971-05-01,1971-05-31,"Jan Padlewski","Government"
"MEM0517",0,1971-05-01,1971-05-31,"Hipolit Starzak","Government"
"MEM0485",0.0670997421942484,1971-05-01,1971-05-31,"Jerzy Wiatr","Government"
"MEM0504",0,1971-05-01,1971-05-31,"Łukasz Balcer","Government"
"MEM0507",0,1971-05-01,1971-05-31,"Andrzej Cubała","Government"
"MEM0298",0,1971-05-01,1971-05-31,"Stanisław Długosz","Government"
"MEM0301",0.147077455784735,1971-05-01,1971-05-31,"Jan Kaczmarek","Government"
"MEM0360",0,1971-05-01,1971-05-31,"Wacław Kulczyński","Government"
"MEM0526",0.636257863124553,1971-05-01,1971-05-31,"Wojciech Sokolewicz","Government"
"MEM0413",0,1971-05-01,1971-05-31,"Jerzy Surman","Government"
"MEM0471",0,1971-05-01,1971-05-31,"Artur Bodnar","Government"
"MEM0546",0.271277155919391,1971-05-01,1971-05-31,"Andrzej Dobrzyński","Government"
"MEM0313",0,1971-05-01,1971-05-31,"Zdzisław Sadowski","Government"
"MEM0252",0,1971-05-01,1971-05-31,"Władysław Siła-Nowicki","Government"
"MEM0317",0.200537143020803,1971-05-01,1971-05-31,"Marcin święcicki","Government"
"MEM0417",0.635977735801534,1971-05-01,1971-05-31,"Adam Andrzejewski","Government"
"MEM0521",0.225010503228582,1971-05-01,1971-05-31,"Jerzy Bafia","Government"
"MEM0474",0,1971-05-01,1971-05-31,"Zbigniew Czajkowski","Government"
"MEM0549",0,1971-05-01,1971-05-31,"Zygmunt Kałużyński","Government"
"MEM0559",0,1971-05-01,1971-05-31,"Sławomir Tabkowski","Government"
"MEM0340",0,1971-05-01,1971-05-31,"Tadeusz Nestorowicz","Government"
"MEM0567",0,1971-05-01,1971-05-31,"Tomasz Dybowski","Expert"
"MEM0031",0,1971-05-01,1971-05-31,"Paweł Czartoryski","Opposition"
"MEM0220",0.756069438573762,1971-05-01,1971-05-31,"Jacek Woźniakowski","Opposition"
"MEM0572",0.271277155919391,1971-05-01,1971-05-31,"Maciej Szumowski","Expert"
"MEM0400",0,1971-05-01,1971-05-31,"Jan Klamut","Government"
"MEM0401",0,1971-05-01,1971-05-31,"Jan Kluczyński","Government"
"MEM0258",0,1971-05-01,1971-05-31,"Bronisław Dembowski","Church"
"MEM0166",0,1971-05-01,1971-05-31,"Zbigniew W. Rykowski","Opposition"
"MEM0496",0,1971-05-01,1971-05-31,"Julian Nuckowski","Government"
"MEM0236",0,1971-05-01,1971-05-31,"Aleksander Gieysztor","Government"
"MEM0565",0.438487596822038,1971-05-01,1971-05-31,"Zbigniew Janowicz","Expert"
"MEM0561",0,1971-05-01,1971-05-31,"Jerzy Urban","Government"
"MEM0216",0,1971-05-01,1971-05-31,"Michał Wilczyński","Opposition"
"MEM0525",0.00580080641809037,1971-05-01,1971-05-31,"Kazimierz Secomski","Government"
"MEM0562",0.000986193293885602,1971-05-01,1971-05-31,"Józef Wójcik","Government"
"MEM0453",0,1971-05-01,1971-05-31,"Janusz Indulski","Government"
"MEM0431",0,1971-05-01,1971-05-31,"Mieczysław Serwiński","Government"
"MEM0231",0,1971-05-01,1971-05-31,"Janusz Ziółkowski","Opposition"
"MEM0174",0,1971-05-01,1971-05-31,"Jadwiga Skórzewska","Opposition"
"MEM0167",0,1971-05-01,1971-05-31,"Jerzy Salmonowicz","Expert"
"MEM0527",0,1971-05-01,1971-05-31,"Mieczysław Szostek","Government"
"MEM0553",0,1971-05-01,1971-05-31,"Mieczysław Leśniak","Government"
"MEM0365",0,1971-05-01,1971-05-31,"Stanisław Sitnicki","Government"
"MEM0515",0,1971-05-01,1971-05-31,"Emilia Pogonowska-Jucha","Government"
"MEM0564",0,1971-05-01,1971-05-31,"Elżbieta Maria Seferowicz","Expert"
"MEM0459",0,1971-05-01,1971-05-31,"Janusz Opolski","Government"
"MEM0056",0,1971-06-01,1971-06-30,"Maria Gintowt-Jankowicz","Expert"
"MEM0219",0,1971-06-01,1971-06-30,"Zbigniew Woźniak","Expert"
"MEM0004",0.160339408782315,1971-06-01,1971-06-30,"Stefan Amsterdamski","Opposition"
"MEM0008",0,1971-06-01,1971-06-30,"Janusz Beksiak","Opposition"
"MEM0009",0.613451913906061,1971-06-01,1971-06-30,"Ryszard Bender","Opposition"
"MEM0012",0,1971-06-01,1971-06-30,"Grzegorz Białkowski","Opposition"
"MEM0025",0,1971-06-01,1971-06-30,"Andrzej Celiński","Opposition"
"MEM0036",0,1971-06-01,1971-06-30,"Jerzy Dietl","Opposition"
"MEM0046",0,1971-06-01,1971-06-30,"Lech Falandysz","Opposition"
"MEM0054",0.00631044272912785,1971-06-01,1971-06-30,"Grażyna Gęsicka","Opposition"
"MEM0057",0,1971-06-01,1971-06-30,"Andrzej Glapiński","Opposition"
"MEM0060",0,1971-06-01,1971-06-30,"Helena Góralska","Opposition"
"MEM0062",0,1971-06-01,1971-06-30,"Stanisława Grabska","Opposition"
"MEM0077",0.0698376525008675,1971-06-01,1971-06-30,"Gabriel Janowski","Opposition"
"MEM0086",0.0931070912403034,1971-06-01,1971-06-30,"Jarosław Kaczyński","Opposition"
"MEM0087",0,1971-06-01,1971-06-30,"Lech Kaczyński","Opposition"
"MEM0091",0.0495594536236248,1971-06-01,1971-06-30,"Henryk Karaś","Opposition"
"MEM0104",0,1971-06-01,1971-06-30,"Marcin Król","Opposition"
"MEM0109",0.492330515181189,1971-06-01,1971-06-30,"Michał Kulesza","Opposition"
"MEM0115",1.72819454467096,1971-06-01,1971-06-30,"Wojciech Lamentowicz","Opposition"
"MEM0147",0.000159250159250159,1971-06-01,1971-06-30,"Janusz Pałubicki","Opposition"
"MEM0193",0,1971-06-01,1971-06-30,"Jarosław Józef Szczepański","Opposition"
"MEM0202",0,1971-06-01,1971-06-30,"Antoni Tokarczuk","Opposition"
"MEM0221",0,1971-06-01,1971-06-30,"Irena Wóycicka","Opposition"
"MEM0232",0,1971-06-01,1971-06-30,"Andrzej Zoll","Opposition"
"MEM0136",0,1971-06-01,1971-06-30,"Michał Nawrocki","Expert"
"MEM0211",0,1971-06-01,1971-06-30,"Jerzy Wertenstein-Żuławski","Expert"
"MEM0024",0,1971-06-01,1971-06-30,"Iwo Byczewski","Opposition"
"MEM0029",0,1971-06-01,1971-06-30,"Jerzy Ciemniewski","Opposition"
"MEM0039",0,1971-06-01,1971-06-30,"Andrzej Dobrucki","Opposition"
"MEM0048",0.436097723304059,1971-06-01,1971-06-30,"Dariusz Fikus","Opposition"
"MEM0053",0,1971-06-01,1971-06-30,"Bronisław Geremek","Opposition"
"MEM0055",0,1971-06-01,1971-06-30,"Mieczysław Gil","Opposition"
"MEM0073",0.00449201376803187,1971-06-01,1971-06-30,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0075",0.00024292700763289,1971-06-01,1971-06-30,"Janina Jankowska","Opposition"
"MEM0082",0.0495594536236248,1971-06-01,1971-06-30,"Cezary Józefiak","Opposition"
"MEM0100",0,1971-06-01,1971-06-30,"Adam Tadeusz Kowalewski","Opposition"
"MEM0102",0,1971-06-01,1971-06-30,"Stefan Kozłowski","Opposition"
"MEM0101",0,1971-06-01,1971-06-30,"Krzysztof Kozłowski","Opposition"
"MEM0113",0.0748908263973482,1971-06-01,1971-06-30,"Jacek Kurczewski","Opposition"
"MEM0116",0,1971-06-01,1971-06-30,"Antoni Leopold","Opposition"
"MEM0118",0,1971-06-01,1971-06-30,"Władysław Liwak","Opposition"
"MEM0127",0,1971-06-01,1971-06-30,"Albin Melcer","Opposition"
"MEM0134",0,1971-06-01,1971-06-30,"Jacek Moskwa","Opposition"
"MEM0142",0,1971-06-01,1971-06-30,"Walerian Pańko","Opposition"
"MEM0168",3.95428083369261,1971-06-01,1971-06-30,"Henryk Samsonowicz","Opposition"
"MEM0172",0,1971-06-01,1971-06-30,"Władysław Sidorowicz","Opposition"
"MEM0195",0,1971-06-01,1971-06-30,"Jacek Szymanderski","Opposition"
"MEM0217",0.10689293918821,1971-06-01,1971-06-30,"Edmund Wnuk-Lipiński","Opposition"
"MEM0227",0,1971-06-01,1971-06-30,"Zbigniew Zawistowski","Opposition"
"MEM0081",0,1971-06-01,1971-06-30,"Wiesław Johann","Expert"
"MEM0111",0,1971-06-01,1971-06-30,"Gotfryd Kupryszewski","Expert"
"MEM0184",0,1971-06-01,1971-06-30,"Kazimierz Stępczak","Expert"
"MEM0019",0.024987799767867,1971-06-01,1971-06-30,"Stefan Bratkowski","Opposition"
"MEM0065",0.242779501167299,1971-06-01,1971-06-30,"Andrzej Grudziński","Opposition"
"MEM0067",0,1971-06-01,1971-06-30,"Anna Grzymisławska","Opposition"
"MEM0076",0,1971-06-01,1971-06-30,"Andrzej Janowski","Opposition"
"MEM0083",0,1971-06-01,1971-06-30,"Stanisław Juchnowicz","Opposition"
"MEM0130",0.242779501167299,1971-06-01,1971-06-30,"Witold Mieszkowski","Opposition"
"MEM0141",0,1971-06-01,1971-06-30,"Janusz Onyszkiewicz","Opposition"
"MEM0165",0.132100810187396,1971-06-01,1971-06-30,"Henryk Rutkowski","Opposition"
"MEM0223",0,1971-06-01,1971-06-30,"Henryk Wujec","Opposition"
"MEM0175",0.10689293918821,1971-06-01,1971-06-30,"Magdalena Sokołowska","Expert"
"MEM0089",0.0495594536236248,1971-06-01,1971-06-30,"Marian Kallas","Opposition"
"MEM0158",0,1971-06-01,1971-06-30,"Ryszard Reiff","Opposition"
"MEM0187",0.00167505504875747,1971-06-01,1971-06-30,"Stanisław Stomma","Opposition"
"MEM0190",1.39007413252652,1971-06-01,1971-06-30,"Klemens Szaniawski","Opposition"
"MEM0210",0,1971-06-01,1971-06-30,"Zofia Wasikowska","Opposition"
"MEM0003",0,1971-06-01,1971-06-30,"Jacek Ambroziak","Opposition"
"MEM0135",0,1971-06-01,1971-06-30,"Jan Mujżel","Opposition"
"MEM0143",0.00449201376803187,1971-06-01,1971-06-30,"Aleksander Paszyński","Opposition"
"MEM0149",0,1971-06-01,1971-06-30,"Zygmunt Polański","Opposition"
"MEM0188",0,1971-06-01,1971-06-30,"Adam Strzembosz","Opposition"
"MEM0047",0,1971-06-01,1971-06-30,"Wanda Falkowska-Szymańska","Expert"
"MEM0199",0,1971-06-01,1971-06-30,"Hanna świlda-Ziemba","Expert"
"MEM0229",0.424852535929646,1971-06-01,1971-06-30,"Andrzej Ziabicki","Expert"
"MEM0106",0,1971-06-01,1971-06-30,"Marek Kulerski","Opposition"
"MEM0163",0,1971-06-01,1971-06-30,"Jan Rosner","Opposition"
"MEM0180",0,1971-06-01,1971-06-30,"Krystyna Starczewska","Opposition"
"MEM0206",0.601777529005034,1971-06-01,1971-06-30,"Jerzy Turowicz","Opposition"
"MEM0215",0.10689293918821,1971-06-01,1971-06-30,"Zbigniew Wierzbicki","Opposition"
"MEM0125",0,1971-06-01,1971-06-30,"Tadeusz Mazowiecki","Opposition"
"MEM0192",0,1971-06-01,1971-06-30,"Jan Józef Szczepański","Opposition"
"MEM0038",0,1971-06-01,1971-06-30,"Wladysław Dobrowolski","Expert"
"MEM0044",0,1971-06-01,1971-06-30,"Kazimierz Dziewanowski","Opposition"
"MEM0214",0,1971-06-01,1971-06-30,"Andrzej Wielowieyski","Opposition"
"MEM0179",0.455275134881532,1971-06-01,1971-06-30,"Adam Stanowski","Opposition"
"MEM0390",0,1971-06-01,1971-06-30,"Marek Bartosik","Government"
"MEM0391",0.116342996014293,1971-06-01,1971-06-30,"Klemens Białecki","Government"
"MEM0470",2.03357582564494,1971-06-01,1971-06-30,"Jan Błuszkowski","Government"
"MEM0392",0.451799261821041,1971-06-01,1971-06-30,"Marek Bogucki","Government"
"MEM0505",0.0935511689908182,1971-06-01,1971-06-30,"Kazimierz Buchała","Government"
"MEM0320",0,1971-06-01,1971-06-30,"Zygmunt Chodnicki","Government"
"MEM0370",0,1971-06-01,1971-06-30,"Jan Ciesielski","Government"
"MEM0473",0,1971-06-01,1971-06-30,"Zofia Czaja","Government"
"MEM0373",0,1971-06-01,1971-06-30,"Gerard Gabryś","Government"
"MEM0262",0,1971-06-01,1971-06-30,"Witold Góralski","Government"
"MEM0531",0,1971-06-01,1971-06-30,"Maciej Graniecki","Government"
"MEM0510",0,1971-06-01,1971-06-30,"Zenon Jankowski","Government"
"MEM0239",0,1971-06-01,1971-06-30,"Jan Janowski","Government"
"MEM0346",0,1971-06-01,1971-06-30,"Wiesław Kalinowski","Government"
"MEM0378",0,1971-06-01,1971-06-30,"Wacław Kociela","Government"
"MEM0302",0.352285238277723,1971-06-01,1971-06-30,"Grzegorz Kołodko","Government"
"MEM0247",0,1971-06-01,1971-06-30,"Alfred Miodowicz","Government"
"MEM0338",0,1971-06-01,1971-06-30,"Wojciech Misiąg","Government"
"MEM0444",0.0646239077974735,1971-06-01,1971-06-30,"Wiesław Młynarczyk","Government"
"MEM0424",0,1971-06-01,1971-06-30,"Tadeusz Mrzygłód","Government"
"MEM0407",0,1971-06-01,1971-06-30,"Roman Ney","Government"
"MEM0310",0.00216125274616477,1971-06-01,1971-06-30,"Andrzej Olechowski","Government"
"MEM0481",0.135110806532046,1971-06-01,1971-06-30,"Kazimierz Orzechowski","Government"
"MEM0498",0,1971-06-01,1971-06-30,"Eugeniusz Pietrasik","Government"
"MEM0281",0,1971-06-01,1971-06-30,"Włodzimierz Piotrowski","Government"
"MEM0482",1.86339096112239,1971-06-01,1971-06-30,"Janusz Reykowski","Government"
"MEM0364",0.00166139761201512,1971-06-01,1971-06-30,"Marek Roman","Government"
"MEM0286",0.0344895266414308,1971-06-01,1971-06-30,"Wacław Rukat","Government"
"MEM0251",0.061651460414046,1971-06-01,1971-06-30,"Jan Rychlewski","Government"
"MEM0410",0,1971-06-01,1971-06-30,"Barbara Rychlik","Government"
"MEM0275",0,1971-06-01,1971-06-30,"Władysław Serafin","Government"
"MEM0449",0,1971-06-01,1971-06-30,"Stanisław śliwiński","Government"
"MEM0386",0,1971-06-01,1971-06-30,"Władysław Stępien","Government"
"MEM0519",0.092500090901445,1971-06-01,1971-06-30,"Janusz Trzciński","Government"
"MEM0520",0,1971-06-01,1971-06-30,"Józef Waksmundzki","Government"
"MEM0318",0,1971-06-01,1971-06-30,"Mieczysław Wilczek","Government"
"MEM0486",0.0981859913812576,1971-06-01,1971-06-30,"Piotr Winczorek","Government"
"MEM0468",0,1971-06-01,1971-06-30,"Andrzej Wojtczak","Government"
"MEM0467",3.95428083369261,1971-06-01,1971-06-30,"Jacek Żochowski","Government"
"MEM0367",0,1971-06-01,1971-06-30,"Waldemar Żukowski","Government"
"MEM0278",0.252180126175334,1971-06-01,1971-06-30,"Witold Nawrocki","Observer"
"MEM0570",0,1971-06-01,1971-06-30,"Jan Rogala","Expert"
"MEM0436",0,1971-06-01,1971-06-30,"Józef Bąk","Government"
"MEM0297",3.6804470039764,1971-06-01,1971-06-30,"Władysław Baka","Government"
"MEM0544",0.271277155919391,1971-06-01,1971-06-30,"Andrzej Bilik","Government"
"MEM0235",0.252180126175334,1971-06-01,1971-06-30,"Stanisław Ciosek","Government"
"MEM0472",0,1971-06-01,1971-06-30,"Kazimierz Cypryniak","Government"
"MEM0451",0.0701075488832617,1971-06-01,1971-06-30,"Adam Czarnecki","Government"
"MEM0371",0,1971-06-01,1971-06-30,"Stanisław Drozdowski","Government"
"MEM0540",0,1971-06-01,1971-06-30,"Jerzy Garlej","Government"
"MEM0438",0,1971-06-01,1971-06-30,"Karol Gawłowski","Government"
"MEM0509",0,1971-06-01,1971-06-30,"Ryszard Grodzicki","Government"
"MEM0399",0,1971-06-01,1971-06-30,"Zofia Grzebisz-Nowicka","Government"
"MEM0441",0,1971-06-01,1971-06-30,"Kazimierz Grzesiak","Government"
"MEM0477",0,1971-06-01,1971-06-30,"Mariusz Gulczyński","Government"
"MEM0372",0,1971-06-01,1971-06-30,"Marian Gustek","Government"
"MEM0547",0.271277155919391,1971-06-01,1971-06-30,"Artur Howzan","Government"
"MEM0358",0,1971-06-01,1971-06-30,"Andrzej Hrynkiewicz","Government"
"MEM0548",0.252180126175334,1971-06-01,1971-06-30,"Bogdan Jachacz","Government"
"MEM0291",0.092500090901445,1971-06-01,1971-06-30,"Zbigniew Jagodziński","Government"
"MEM0304",0,1971-06-01,1971-06-30,"Jan Kołodziejczak","Government"
"MEM0351",0.524145967246905,1971-06-01,1971-06-30,"Jerzy Kołodziejski","Government"
"MEM0479",0,1971-06-01,1971-06-30,"Heironim Kubiak","Government"
"MEM0361",0,1971-06-01,1971-06-30,"Jerzy Kwiatkowski","Government"
"MEM0454",0,1971-06-01,1971-06-30,"Anna Kwietniewska","Government"
"MEM0534",0.107048331160679,1971-06-01,1971-06-30,"Janusz Łętowski","Government"
"MEM0305",0,1971-06-01,1971-06-30,"Wincenty Lewandowski","Government"
"MEM0404",0,1971-06-01,1971-06-30,"Aleksander Łuczak","Government"
"MEM0555",0,1971-06-01,1971-06-30,"Ryszard Łukasiewicz","Government"
"MEM0269",0,1971-06-01,1971-06-30,"Stanisław Majewski","Government"
"MEM0405",0.340220665223297,1971-06-01,1971-06-30,"Wit Majewski","Government"
"MEM0363",0,1971-06-01,1971-06-30,"Michał Markowicz","Government"
"MEM0279",0,1971-06-01,1971-06-30,"Maria Matey-Tyrowicz","Government"
"MEM0381",0,1971-06-01,1971-06-30,"Andrzej Naczyński","Government"
"MEM0271",0,1971-06-01,1971-06-30,"Lesław Nawacki","Government"
"MEM0309",0.113798925424308,1971-06-01,1971-06-30,"Józef Okuniewski","Government"
"MEM0311",0,1971-06-01,1971-06-30,"Kazimierz Olesiak","Government"
"MEM0513",0.324370114306493,1971-06-01,1971-06-30,"Lech Paprzycki","Government"
"MEM0445",0,1971-06-01,1971-06-30,"Henryk Przygodzki","Government"
"MEM0383",0,1971-06-01,1971-06-30,"Edward Puszczewicz","Government"
"MEM0253",0,1971-06-01,1971-06-30,"Zbigniew Sobotka","Government"
"MEM0518",0,1971-06-01,1971-06-30,"Jerzy świątkiewicz","Government"
"MEM0315",0.0484891465705943,1971-06-01,1971-06-30,"Karol Szwarc","Government"
"MEM0316",0.0552624458073692,1971-06-01,1971-06-30,"Władysław Szymański","Government"
"MEM0462",1.21514063364999,1971-06-01,1971-06-30,"Jan Waleczek","Government"
"MEM0529",0,1971-06-01,1971-06-30,"Alfred Wawrzyniak","Government"
"MEM0435",0.132892224210149,1971-06-01,1971-06-30,"Marian Wysocki","Government"
"MEM0256",0.260957651674825,1971-06-01,1971-06-30,"Jan Zaciura","Government"
"MEM0508",0,1971-06-01,1971-06-30,"Lucjan Czubiński","Government"
"MEM0396",0,1971-06-01,1971-06-30,"Jerzy Filipiak","Government"
"MEM0475",0,1971-06-01,1971-06-30,"Andrzej Gdula","Government"
"MEM0300",0,1971-06-01,1971-06-30,"Jerzy Gruchalski","Government"
"MEM0238",0,1971-06-01,1971-06-30,"Marek Hołdakowski","Government"
"MEM0303",0.0484891465705943,1971-06-01,1971-06-30,"Józef Kaleta","Government"
"MEM0377",0,1971-06-01,1971-06-30,"Zbigniew Klonowski","Government"
"MEM0492",0,1971-06-01,1971-06-30,"Krzysztof Maksymiuk","Government"
"MEM0246",0,1971-06-01,1971-06-30,"Leszek Miller","Government"
"MEM0248",0,1971-06-01,1971-06-30,"Kazimierz Morawski","Government"
"MEM0380",0,1971-06-01,1971-06-30,"Rajmund Moric","Government"
"MEM0523",0.252005232723357,1971-06-01,1971-06-30,"Józef Musioł","Government"
"MEM0273",0,1971-06-01,1971-06-30,"Janusz Pawłowski","Government"
"MEM0514",0.496895215635647,1971-06-01,1971-06-30,"Stanisław Podemski","Government"
"MEM0349",0,1971-06-01,1971-06-30,"Janusz Sawicki","Government"
"MEM0314",1.45136808439976,1971-06-01,1971-06-30,"Ireniusz Sekuła","Government"
